query,query_camera,rank,score,match,match_camera
"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_53",NEagleville_Hillside_2026-04-06_Northbound,4,0.873057,"NEagleville_Hillside_2026-04-06_Eastbound_0042 Road - Hillside @ N. Eagleville Eastbound_trim_00h00m00s-00h00m30s_3",NEagleville_Hillside_2026-04-06_Eastbound
"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_53",NEagleville_Hillside_2026-04-06_Northbound,5,0.865240,"NEagleville_Hillside_2026-04-06_Eastbound_0042 Road - Hillside @ N. Eagleville Eastbound_trim_00h00m00s-00h00m30s_7",NEagleville_Hillside_2026-04-06_Eastbound
"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_6",NEagleville_Hillside_2026-04-06_Northbound,1,0.736824,"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_113",NEagleville_Hillside_2026-04-06_SECorner
"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_6",NEagleville_Hillside_2026-04-06_Northbound,2,0.715796,"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_7",NEagleville_Hillside_2026-04-06_SECorner
"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_6",NEagleville_Hillside_2026-04-06_Northbound,3,0.709971,"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_45",NEagleville_Hillside_2026-04-06_SECorner
"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_6",NEagleville_Hillside_2026-04-06_Northbound,4,0.707953,"NEagleville_Hillside_2026-04-06_Eastbound_0042 Road - Hillside @ N. Eagleville Eastbound_trim_00h00m00s-00h00m30s_13",NEagleville_Hillside_2026-04-06_Eastbound
"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_6",NEagleville_Hillside_2026-04-06_Northbound,5,0.707453,"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_37",NEagleville_Hillside_2026-04-06_SECorner
"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_7",NEagleville_Hillside_2026-04-06_Northbound,1,0.926134,"NEagleville_Hillside_2026-04-06_Eastbound_0042 Road - Hillside @ N. Eagleville Eastbound_trim_00h00m00s-00h00m30s_3",NEagleville_Hillside_2026-04-06_Eastbound
"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_7",NEagleville_Hillside_2026-04-06_Northbound,2,0.916198,"NEagleville_Hillside_2026-04-06_Eastbound_0042 Road - Hillside @ N. Eagleville Eastbound_trim_00h00m00s-00h00m30s_2",NEagleville_Hillside_2026-04-06_Eastbound
"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_7",NEagleville_Hillside_2026-04-06_Northbound,3,0.913890,"NEagleville_Hillside_2026-04-06_Eastbound_0042 Road - Hillside @ N. Eagleville Eastbound_trim_00h00m00s-00h00m30s_13",NEagleville_Hillside_2026-04-06_Eastbound
"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_7",NEagleville_Hillside_2026-04-06_Northbound,4,0.906342,"NEagleville_Hillside_2026-04-06_Eastbound_0042 Road - Hillside @ N. Eagleville Eastbound_trim_00h00m00s-00h00m30s_9",NEagleville_Hillside_2026-04-06_Eastbound
"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_7",NEagleville_Hillside_2026-04-06_Northbound,5,0.903862,"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_37",NEagleville_Hillside_2026-04-06_SECorner
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_1",NEagleville_Hillside_2026-04-06_SECorner,1,0.881326,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_7",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_1",NEagleville_Hillside_2026-04-06_SECorner,2,0.875828,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_4",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_1",NEagleville_Hillside_2026-04-06_SECorner,3,0.861371,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_2",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_1",NEagleville_Hillside_2026-04-06_SECorner,4,0.838296,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_46",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_1",NEagleville_Hillside_2026-04-06_SECorner,5,0.837104,"NEagleville_Hillside_2026-04-06_Eastbound_0042 Road - Hillside @ N. Eagleville Eastbound_trim_00h00m00s-00h00m30s_3",NEagleville_Hillside_2026-04-06_Eastbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_107",NEagleville_Hillside_2026-04-06_SECorner,1,0.900511,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_7",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_107",NEagleville_Hillside_2026-04-06_SECorner,2,0.887247,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_4",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_107",NEagleville_Hillside_2026-04-06_SECorner,3,0.882173,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_2",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_107",NEagleville_Hillside_2026-04-06_SECorner,4,0.876548,"NEagleville_Hillside_2026-04-06_Eastbound_0042 Road - Hillside @ N. Eagleville Eastbound_trim_00h00m00s-00h00m30s_2",NEagleville_Hillside_2026-04-06_Eastbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_107",NEagleville_Hillside_2026-04-06_SECorner,5,0.872314,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_1",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_113",NEagleville_Hillside_2026-04-06_SECorner,1,0.795698,"NEagleville_Hillside_2026-04-06_Eastbound_0042 Road - Hillside @ N. Eagleville Eastbound_trim_00h00m00s-00h00m30s_24",NEagleville_Hillside_2026-04-06_Eastbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_113",NEagleville_Hillside_2026-04-06_SECorner,2,0.784960,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_4",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_113",NEagleville_Hillside_2026-04-06_SECorner,3,0.777684,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_2",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_113",NEagleville_Hillside_2026-04-06_SECorner,4,0.763681,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_5",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_113",NEagleville_Hillside_2026-04-06_SECorner,5,0.763608,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_7",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_2",NEagleville_Hillside_2026-04-06_SECorner,1,0.893856,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_7",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_2",NEagleville_Hillside_2026-04-06_SECorner,2,0.889722,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_1",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_2",NEagleville_Hillside_2026-04-06_SECorner,3,0.887645,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_4",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_2",NEagleville_Hillside_2026-04-06_SECorner,4,0.876431,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_46",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_2",NEagleville_Hillside_2026-04-06_SECorner,5,0.874592,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_2",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_21",NEagleville_Hillside_2026-04-06_SECorner,1,0.880663,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_4",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_21",NEagleville_Hillside_2026-04-06_SECorner,2,0.879130,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_2",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_21",NEagleville_Hillside_2026-04-06_SECorner,3,0.877876,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_7",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_21",NEagleville_Hillside_2026-04-06_SECorner,4,0.861683,"NEagleville_Hillside_2026-04-06_Eastbound_0042 Road - Hillside @ N. Eagleville Eastbound_trim_00h00m00s-00h00m30s_3",NEagleville_Hillside_2026-04-06_Eastbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_21",NEagleville_Hillside_2026-04-06_SECorner,5,0.855610,"NEagleville_Hillside_2026-04-06_Eastbound_0042 Road - Hillside @ N. Eagleville Eastbound_trim_00h00m00s-00h00m30s_13",NEagleville_Hillside_2026-04-06_Eastbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_3",NEagleville_Hillside_2026-04-06_SECorner,1,0.881710,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_7",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_3",NEagleville_Hillside_2026-04-06_SECorner,2,0.876624,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_4",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_3",NEagleville_Hillside_2026-04-06_SECorner,3,0.868539,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_2",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_3",NEagleville_Hillside_2026-04-06_SECorner,4,0.856767,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_46",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_3",NEagleville_Hillside_2026-04-06_SECorner,5,0.847331,"NEagleville_Hillside_2026-04-06_Eastbound_0042 Road - Hillside @ N. Eagleville Eastbound_trim_00h00m00s-00h00m30s_2",NEagleville_Hillside_2026-04-06_Eastbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_37",NEagleville_Hillside_2026-04-06_SECorner,1,0.909380,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_4",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_37",NEagleville_Hillside_2026-04-06_SECorner,2,0.903862,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_7",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_37",NEagleville_Hillside_2026-04-06_SECorner,3,0.897067,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_2",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_37",NEagleville_Hillside_2026-04-06_SECorner,4,0.885095,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_1",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_37",NEagleville_Hillside_2026-04-06_SECorner,5,0.884176,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_46",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_45",NEagleville_Hillside_2026-04-06_SECorner,1,0.883308,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_7",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_45",NEagleville_Hillside_2026-04-06_SECorner,2,0.869424,"NEagleville_Hillside_2026-04-06_Eastbound_0042 Road - Hillside @ N. Eagleville Eastbound_trim_00h00m00s-00h00m30s_2",NEagleville_Hillside_2026-04-06_Eastbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_45",NEagleville_Hillside_2026-04-06_SECorner,3,0.868697,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_2",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_45",NEagleville_Hillside_2026-04-06_SECorner,4,0.863551,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_4",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_45",NEagleville_Hillside_2026-04-06_SECorner,5,0.855641,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_1",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_7",NEagleville_Hillside_2026-04-06_SECorner,1,0.899035,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_2",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_7",NEagleville_Hillside_2026-04-06_SECorner,2,0.890113,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_4",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_7",NEagleville_Hillside_2026-04-06_SECorner,3,0.888883,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_7",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_7",NEagleville_Hillside_2026-04-06_SECorner,4,0.868342,"NEagleville_Hillside_2026-04-06_Eastbound_0042 Road - Hillside @ N. Eagleville Eastbound_trim_00h00m00s-00h00m30s_3",NEagleville_Hillside_2026-04-06_Eastbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_7",NEagleville_Hillside_2026-04-06_SECorner,5,0.857033,"NEagleville_Hillside_2026-04-06_Eastbound_0042 Road - Hillside @ N. Eagleville Eastbound_trim_00h00m00s-00h00m30s_13",NEagleville_Hillside_2026-04-06_Eastbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_92",NEagleville_Hillside_2026-04-06_SECorner,1,0.877967,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_4",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_92",NEagleville_Hillside_2026-04-06_SECorner,2,0.861212,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_2",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_92",NEagleville_Hillside_2026-04-06_SECorner,3,0.857803,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_7",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_92",NEagleville_Hillside_2026-04-06_SECorner,4,0.836495,"NEagleville_Hillside_2026-04-06_Eastbound_0042 Road - Hillside @ N. Eagleville Eastbound_trim_00h00m00s-00h00m30s_3",NEagleville_Hillside_2026-04-06_Eastbound
"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_92",NEagleville_Hillside_2026-04-06_SECorner,5,0.829492,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_1",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_Westbound_0117 Road - Hillside @ N. Eagleville Westbound_trim_00h00m00s-00h00m30s_1",NEagleville_Hillside_2026-04-06_Westbound,1,0.842221,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_53",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_Westbound_0117 Road - Hillside @ N. Eagleville Westbound_trim_00h00m00s-00h00m30s_1",NEagleville_Hillside_2026-04-06_Westbound,2,0.830459,"NEagleville_Hillside_2026-04-06_Eastbound_0042 Road - Hillside @ N. Eagleville Eastbound_trim_00h00m00s-00h00m30s_2",NEagleville_Hillside_2026-04-06_Eastbound
"NEagleville_Hillside_2026-04-06_Westbound_0117 Road - Hillside @ N. Eagleville Westbound_trim_00h00m00s-00h00m30s_1",NEagleville_Hillside_2026-04-06_Westbound,3,0.801369,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_7",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_Westbound_0117 Road - Hillside @ N. Eagleville Westbound_trim_00h00m00s-00h00m30s_1",NEagleville_Hillside_2026-04-06_Westbound,4,0.795355,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_2",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_Westbound_0117 Road - Hillside @ N. Eagleville Westbound_trim_00h00m00s-00h00m30s_1",NEagleville_Hillside_2026-04-06_Westbound,5,0.781450,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_1",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_Westbound_0117 Road - Hillside @ N. Eagleville Westbound_trim_00h00m00s-00h00m30s_16",NEagleville_Hillside_2026-04-06_Westbound,1,0.787075,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_5",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_Westbound_0117 Road - Hillside @ N. Eagleville Westbound_trim_00h00m00s-00h00m30s_16",NEagleville_Hillside_2026-04-06_Westbound,2,0.677862,"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_113",NEagleville_Hillside_2026-04-06_SECorner
"NEagleville_Hillside_2026-04-06_Westbound_0117 Road - Hillside @ N. Eagleville Westbound_trim_00h00m00s-00h00m30s_16",NEagleville_Hillside_2026-04-06_Westbound,3,0.670148,"NEagleville_Hillside_2026-04-06_Northbound_0043 Road - Hillside @ N. Eagleville Northbound_trim_00h00m00s-00h00m30s_6",NEagleville_Hillside_2026-04-06_Northbound
"NEagleville_Hillside_2026-04-06_Westbound_0117 Road - Hillside @ N. Eagleville Westbound_trim_00h00m00s-00h00m30s_16",NEagleville_Hillside_2026-04-06_Westbound,4,0.646965,"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_2",NEagleville_Hillside_2026-04-06_SECorner
"NEagleville_Hillside_2026-04-06_Westbound_0117 Road - Hillside @ N. Eagleville Westbound_trim_00h00m00s-00h00m30s_16",NEagleville_Hillside_2026-04-06_Westbound,5,0.644865,"NEagleville_Hillside_2026-04-06_SECorner_Public Safety Fire SE Corner - Camera - 02_trim_00h00m00s-00h00m30s_21",NEagleville_Hillside_2026-04-06_SECorner
